date,1m
2012-09-17,2.2249 
2012-09-18,2.2867 
2012-09-19,2.5341 
2012-09-20,2.7491 
2012-09-21,2.8771 
2012-09-24,2.9539 
2012-09-25,2.9967 
2012-09-26,2.3848 
2012-09-27,2.3988 
2012-09-28,2.2768 
2012-09-29,2.6059 
2012-10-08,2.7798 
2012-10-09,2.6165 
2012-10-10,2.3262 
2012-10-11,2.1734 
2012-10-12,2.1578 
2012-10-15,1.9590 
2012-10-16,2.0511 
2012-10-17,2.0984 
2012-10-18,2.0800 
2012-10-19,2.0354 
2012-10-22,2.0938 
2012-10-23,2.1077 
2012-10-24,2.3364 
2012-10-25,2.3256 
2012-10-26,2.6663 
2012-10-29,2.9471 
2012-10-30,2.5202 
2012-10-31,2.4082 
2012-11-01,2.5115 
2012-11-02,2.4939 
2012-11-05,2.5307 
2012-11-06,2.4608 
2012-11-07,2.5229 
2012-11-08,2.5424 
2012-11-09,2.5874 
2012-11-12,2.5836 
2012-11-13,2.5049 
2012-11-14,2.4731 
2012-11-15,2.4911 
2012-11-16,2.4961 
2012-11-19,2.4751 
2012-11-20,2.4798 
2012-11-21,2.5198 
2012-11-22,2.5282 
2012-11-23,2.5261 
2012-11-26,2.4403 
2012-11-27,2.4502 
2012-11-28,2.3785 
2012-11-29,2.3622 
2012-11-30,2.3153 
2012-12-03,2.2929 
2012-12-04,2.3024 
2012-12-05,2.3480 
2012-12-06,2.3780 
2012-12-07,2.4103 
2012-12-10,2.4174 
2012-12-11,2.4635 
2012-12-12,2.4607 
2012-12-13,2.4489 
2012-12-14,2.3697 
2012-12-17,2.4122 
2012-12-18,2.4282 
2012-12-19,2.4213 
2012-12-20,2.5440 
2012-12-21,2.5056 
2012-12-24,2.5099 
2012-12-25,2.6222 
2012-12-26,2.6456 
2012-12-27,2.4146 
2012-12-28,2.4020 
2012-12-31,3.0822 
2013-01-04,2.5113 
2013-01-05,2.3981 
2013-01-06,2.3501 
2013-01-07,2.3316 
2013-01-08,2.3089 
2013-01-09,2.2953 
2013-01-10,2.2941 
2013-01-11,2.3024 
2013-01-14,2.2235 
2013-01-15,2.2411 
2013-01-16,2.1886 
2013-01-17,2.1617 
2013-01-18,2.0572 
2013-01-21,2.0480 
2013-01-22,2.0453 
2013-01-23,2.0419 
2013-01-24,2.0962 
2013-01-25,2.1378 
2013-01-28,2.0536 
2013-01-29,2.0833 
2013-01-30,2.0649 
2013-01-31,2.1806 
2013-02-01,2.3118 
2013-02-04,2.3892 
2013-02-05,2.5642 
2013-02-06,2.7185 
2013-02-07,2.7388 
2013-02-08,2.3415 
2013-02-16,2.0178 
2013-02-17,1.9076 
2013-02-18,1.9405 
2013-02-19,1.9530 
2013-02-20,1.9836 
2013-02-21,2.0464 
2013-02-22,2.0589 
2013-02-25,2.1712 
2013-02-26,2.7343 
2013-02-27,2.8242 
2013-02-28,2.8948 
2013-03-01,2.9449 
2013-03-04,2.6009 
2013-03-05,2.4613 
2013-03-06,2.4009 
2013-03-07,2.2670 
2013-03-08,2.2465 
2013-03-11,2.1724 
2013-03-12,2.1240 
2013-03-13,2.1164 
2013-03-14,2.1138 
2013-03-15,2.1266 
2013-03-18,2.3125 
2013-03-19,2.2103 
2013-03-20,2.1181 
2013-03-21,2.0807 
2013-03-22,2.0187 
2013-03-25,1.9922 
2013-03-26,2.0580 
2013-03-27,2.0928 
2013-03-28,2.1184 
2013-03-29,2.4849 
2013-04-01,2.2080 
2013-04-02,2.2207 
2013-04-03,2.2489 
2013-04-07,2.1971 
2013-04-08,2.2427 
2013-04-09,2.2313 
2013-04-10,2.2233 
2013-04-11,2.1917 
2013-04-12,2.1681 
2013-04-15,2.1783 
2013-04-16,2.1185 
2013-04-17,2.1139 
2013-04-18,2.1979 
2013-04-19,2.3271 
2013-04-22,2.3740 
2013-04-23,2.5294 
2013-04-24,2.6901 
2013-04-25,2.8139 
2013-04-26,2.8534 
2013-04-27,2.8100 
2013-04-28,2.7500 
2013-05-02,2.6080 
2013-05-03,2.5417 
2013-05-06,2.5417 
2013-05-07,2.5587 
2013-05-08,2.5652 
2013-05-09,2.5812 
2013-05-10,2.5827 
2013-05-13,2.6267 
2013-05-14,2.6187 
2013-05-15,2.5617 
2013-05-16,2.7087 
2013-05-17,3.0088 
2013-05-20,3.4588 
2013-05-21,3.4538 
2013-05-22,3.3978 
2013-05-23,3.3768 
2013-05-24,3.3368 
2013-05-27,3.1328 
2013-05-28,3.0875 
2013-05-29,2.8218 
2013-05-30,2.8918 
2013-05-31,3.1578 
2013-06-03,3.3590 
2013-06-04,3.3326 
2013-06-05,3.4776 
2013-06-06,3.7637 
2013-06-07,4.8152 
2013-06-08,4.8197 
2013-06-09,4.4084 
2013-06-13,4.2494 
2013-06-14,4.2090 
2013-06-17,4.3589 
2013-06-18,4.4545 
2013-06-19,4.8915 
2013-06-20,6.5750 
2013-06-21,6.4661 
2013-06-24,5.6231 
2013-06-25,5.1389 
2013-06-26,4.8537 
2013-06-27,4.6927 
2013-06-28,4.5450 
2013-07-01,4.3250 
2013-07-02,3.9396 
2013-07-03,3.7669 
2013-07-04,3.6645 
2013-07-05,3.4312 
2013-07-08,3.3144 
2013-07-09,3.3787 
2013-07-10,3.4576 
2013-07-11,3.4786 
2013-07-12,3.4962 
2013-07-15,3.5134 
2013-07-16,3.4421 
2013-07-17,3.4870 
2013-07-18,3.4649 
2013-07-19,3.5239 
2013-07-22,3.5924 
2013-07-23,3.6124 
2013-07-24,3.7124 
2013-07-25,3.6824 
2013-07-26,3.5920 
2013-07-29,3.6220 
2013-07-30,3.5620 
2013-07-31,3.5420 
2013-08-01,3.5020 
2013-08-02,3.3920 
2013-08-05,3.4312 
2013-08-06,3.5230 
2013-08-07,3.5025 
2013-08-08,3.5175 
2013-08-09,3.3975 
2013-08-12,3.3975 
2013-08-13,3.3775 
2013-08-14,3.3765 
2013-08-15,3.4221 
2013-08-16,3.4677 
2013-08-19,3.6502 
2013-08-20,3.9432 
2013-08-21,3.8052 
2013-08-22,3.7832 
2013-08-23,3.7332 
2013-08-26,3.7242 
2013-08-27,3.6912 
2013-08-28,3.6462 
2013-08-29,3.6202 
2013-08-30,3.6222 
2013-09-02,3.4172 
2013-09-03,3.3402 
2013-09-04,3.3982 
2013-09-05,3.3912 
2013-09-06,3.3941 
2013-09-09,3.5081 
2013-09-10,3.7721 
2013-09-11,4.0481 
2013-09-12,4.1661 
2013-09-13,4.2208 
2013-09-16,4.1708 
2013-09-17,4.1708 
2013-09-18,4.1408 
2013-09-22,4.1408 
2013-09-23,4.1968 
2013-09-24,4.3017 
2013-09-25,4.2488 
2013-09-26,4.0278 
2013-09-27,4.0028 
2013-09-29,3.9728 
2013-09-30,3.9428 
2013-10-08,3.8208 
2013-10-09,3.8558 
2013-10-10,3.8558 
2013-10-11,3.8558 
2013-10-12,3.7608 
2013-10-14,3.8058 
2013-10-15,3.7988 
2013-10-16,3.7918 
2013-10-17,3.7848 
2013-10-18,3.6984 
2013-10-21,3.6388 
2013-10-22,3.6188 
2013-10-23,3.5988 
2013-10-24,4.1848 
2013-10-25,4.1848 
2013-10-28,4.1848 
2013-10-29,4.1340 
2013-10-30,4.0834 
2013-10-31,3.9710 
2013-11-01,3.8894 
2013-11-04,3.5324 
2013-11-05,3.5824 
2013-11-06,3.6835 
2013-11-07,3.7885 
2013-11-08,3.8915 
2013-11-11,4.0835 
2013-11-12,3.9372 
2013-11-13,3.9872 
2013-11-14,4.0612 
2013-11-15,4.6852 
2013-11-18,5.1412 
2013-11-19,4.8572 
2013-11-20,4.9152 
2013-11-21,4.9210 
2013-11-22,4.8710 
2013-11-25,4.8910 
2013-11-26,4.9110 
2013-11-27,4.8610 
2013-11-28,4.8610 
2013-11-29,4.7710 
2013-12-02,4.6948 
2013-12-03,4.6948 
2013-12-04,4.6498 
2013-12-05,4.5355 
2013-12-06,4.4920 
2013-12-09,4.5350 
2013-12-10,4.5574 
2013-12-11,4.5517 
2013-12-12,4.6017 
2013-12-13,4.5714 
2013-12-16,4.6502 
2013-12-17,4.7802 
2013-12-18,5.1202 
2013-12-19,5.2702 
2013-12-20,5.2702 
2013-12-23,5.3962 
2013-12-24,5.1707 
2013-12-25,5.0747 
2013-12-26,5.0547 
2013-12-27,4.9547 
2013-12-30,4.9547 
2013-12-31,4.7457 
2014-01-02,4.8457 
2014-01-03,5.1367 
2014-01-06,5.4107 
2014-01-07,5.2607 
2014-01-08,4.9857 
2014-01-09,5.3177 
2014-01-10,4.9982 
2014-01-13,4.9482 
2014-01-14,4.9530 
2014-01-15,4.9530 
2014-01-16,4.9040 
2014-01-17,5.1750 
2014-01-20,5.3830 
2014-01-21,5.3380 
2014-01-22,4.8610 
2014-01-23,4.7190 
2014-01-24,4.7190 
2014-01-26,4.8970 
2014-01-27,4.7320 
2014-01-28,5.0350 
2014-01-29,4.8940 
2014-01-30,3.9885 
2014-02-07,3.9680 
2014-02-08,4.2290 
2014-02-10,4.2170 
2014-02-11,4.1260 
2014-02-12,4.0180 
2014-02-13,3.9970 
2014-02-14,3.8610 
2014-02-17,3.8330 
2014-02-18,3.7665 
2014-02-19,3.7622 
2014-02-20,3.5880 
2014-02-21,3.5440 
2014-02-24,3.3360 
2014-02-25,3.3160 
2014-02-26,3.2475 
2014-02-27,3.1720 
2014-02-28,3.1200 
2014-03-03,3.1260 
2014-03-04,3.1930 
2014-03-05,3.2261 
2014-03-06,3.2261 
2014-03-07,3.1531 
2014-03-10,3.1131 
2014-03-11,3.0810 
2014-03-12,2.9110 
2014-03-13,2.9610 
2014-03-14,3.0110 
2014-03-17,2.8406 
2014-03-18,2.8448 
2014-03-19,3.0757 
2014-03-20,3.1827 
2014-03-21,3.2087 
2014-03-24,3.3352 
2014-03-25,3.4737 
2014-03-26,3.3287 
2014-03-27,3.4317 
2014-03-28,3.2627 
2014-03-31,3.1107 
2014-04-01,3.0937 
2014-04-02,3.0937 
2014-04-03,3.0937 
2014-04-04,3.0907 
2014-04-08,2.9307 
2014-04-09,2.8947 
2014-04-10,2.8687 
2014-04-11,2.9367 
2014-04-14,2.9153 
2014-04-15,2.8523 
2014-04-16,2.8486 
2014-04-17,2.8236 
2014-04-18,2.7247 
2014-04-21,2.5617 
2014-04-22,2.6027 
2014-04-23,2.7458 
2014-04-24,3.1147 
2014-04-25,3.0807 
2014-04-28,3.3947 
2014-04-29,3.3665 
2014-04-30,3.3275 
2014-05-04,3.2235 
2014-05-05,3.0025 
2014-05-06,2.8855 
2014-05-07,2.8265 
2014-05-08,2.7345 
2014-05-09,2.7175 
2014-05-12,2.6045 
2014-05-13,2.5615 
2014-05-14,2.5120 
2014-05-15,2.5955 
2014-05-16,2.6345 
2014-05-19,2.6805 
2014-05-20,3.0395 
2014-05-21,3.0445 
2014-05-22,3.0475 
2014-05-23,2.9130 
2014-05-26,2.8838 
2014-05-27,2.7820 
2014-05-28,2.7235 
2014-05-29,2.6605 
2014-05-30,2.6445 
2014-06-03,2.4995 
2014-06-04,2.7145 
2014-06-05,2.7452 
2014-06-06,2.8122 
2014-06-09,2.9392 
2014-06-10,2.9392 
2014-06-11,2.9412 
2014-06-12,3.0002 
2014-06-13,2.9352 
2014-06-16,2.9292 
2014-06-17,2.8122 
2014-06-18,3.0123 
2014-06-19,3.2733 
2014-06-20,3.5453 
2014-06-23,3.6363 
2014-06-24,3.7483 
2014-06-25,3.6223 
2014-06-26,3.4153 
2014-06-27,3.3923 
2014-06-30,3.3843 
2014-07-01,3.3813 
2014-07-02,3.2713 
2014-07-03,2.8123 
2014-07-04,2.7433 
2014-07-07,2.7273 
2014-07-08,2.7263 
2014-07-09,2.7803 
2014-07-10,2.8348 
2014-07-11,2.9233 
2014-07-14,2.9933 
2014-07-15,3.0673 
2014-07-16,3.1423 
2014-07-17,3.2383 
2014-07-18,3.3803 
2014-07-21,3.6803 
2014-07-22,3.7653 
2014-07-23,3.7913 
2014-07-24,3.6683 
2014-07-25,3.4103 
2014-07-28,3.3125 
2014-07-29,3.3151 
2014-07-30,3.4181 
2014-07-31,3.4741 
2014-08-01,3.4841 
2014-08-04,3.4291 
2014-08-05,3.3801 
2014-08-06,3.3781 
2014-08-07,3.3851 
2014-08-08,3.3251 
2014-08-11,3.3901 
2014-08-12,3.3781 
2014-08-13,3.4441 
2014-08-14,3.4571 
2014-08-15,3.3981 
2014-08-18,3.5041 
2014-08-19,3.5571 
2014-08-20,3.4801 
2014-08-21,3.4321 
2014-08-22,3.4389 
2014-08-25,3.4451 
2014-08-26,3.4661 
2014-08-27,3.4441 
2014-08-28,3.3991 
2014-08-29,3.3801 
2014-09-01,3.3231 
2014-09-02,3.3621 
2014-09-03,3.2991 
2014-09-04,3.2361 
2014-09-05,3.2311 
2014-09-09,3.2841 
2014-09-10,3.3141 
2014-09-11,3.3465 
2014-09-12,3.4289 
2014-09-15,3.4949 
2014-09-16,3.5009 
2014-09-17,3.4569 
2014-09-18,3.5769 
2014-09-19,3.5269 
2014-09-22,3.4912 
2014-09-23,3.4922 
2014-09-24,3.5442 
2014-09-25,3.5423 
2014-09-26,3.5563 
2014-09-28,3.5513 
2014-09-29,3.4964 
2014-09-30,3.4884 
2014-10-08,3.5316 
2014-10-09,3.5551 
2014-10-10,3.5816 
2014-10-11,3.6106 
2014-10-13,3.6626 
2014-10-14,3.5736 
2014-10-15,3.4764 
2014-10-16,3.4536 
2014-10-17,3.4446 
2014-10-20,3.4206 
2014-10-21,3.3702 
2014-10-22,3.3702 
2014-10-23,3.3503 
2014-10-24,3.3174 
2014-10-27,3.3170 
2014-10-28,3.3068 
2014-10-29,3.2668 
2014-10-30,3.2978 
2014-10-31,3.2958 
2014-11-03,3.2198 
2014-11-04,3.2018 
2014-11-05,3.1478 
2014-11-06,3.1618 
2014-11-07,3.1598 
2014-11-10,3.1818 
2014-11-11,3.1656 
2014-11-12,3.1208 
2014-11-13,3.0960 
2014-11-14,3.1210 
2014-11-17,3.1166 
2014-11-18,3.1056 
2014-11-19,3.1364 
2014-11-20,3.2574 
2014-11-21,3.2174 
2014-11-24,3.1724 
2014-11-25,3.2654 
2014-11-26,3.2244 
2014-11-27,3.2244 
2014-11-28,3.2245 
2014-12-01,3.2185 
2014-12-02,3.2155 
2014-12-03,3.1636 
2014-12-04,3.1281 
2014-12-05,3.1472 
2014-12-08,3.1736 
2014-12-09,3.3503 
2014-12-10,3.2479 
2014-12-11,3.2139 
2014-12-12,3.3266 
2014-12-15,3.3387 
2014-12-16,3.4392 
2014-12-17,3.6844 
2014-12-18,3.9110 
2014-12-19,3.8710 
2014-12-22,3.8510 
2014-12-23,3.8410 
2014-12-24,3.7827 
2014-12-25,3.7327 
2014-12-26,3.7327 
2014-12-29,3.6627 
2014-12-30,3.6327 
2014-12-31,3.5818 
2015-01-04,3.6228 
2015-01-05,3.3578 
2015-01-06,3.3584 
2015-01-07,3.4463 
2015-01-08,3.4963 
2015-01-09,3.5163 
2015-01-12,3.5173 
2015-01-13,3.5223 
2015-01-14,3.4191 
2015-01-15,3.4171 
2015-01-16,3.3431 
2015-01-19,3.2782 
2015-01-20,3.3347 
2015-01-21,3.3912 
2015-01-22,3.3572 
2015-01-23,3.3162 
2015-01-26,3.1752 
2015-01-27,3.1516 
2015-01-28,3.1578 
2015-01-29,3.1307 
2015-01-30,3.1850 
2015-02-02,3.2230 
2015-02-03,3.2417 
2015-02-04,3.3030 
2015-02-05,3.1512 
2015-02-06,3.1440 
2015-02-09,3.1440 
2015-02-10,3.1500 
2015-02-11,3.1630 
2015-02-12,3.1740 
2015-02-13,3.1247 
2015-02-15,3.1546 
2015-02-16,3.1646 
2015-02-17,3.1646 
2015-02-25,3.2132 
2015-02-26,3.2160 
2015-02-27,3.2571 
2015-02-28,3.2572 
2015-03-02,3.2429 
2015-03-03,3.2729 
2015-03-04,3.2719 
2015-03-05,3.2699 
2015-03-06,3.3138 
2015-03-09,3.4314 
2015-03-10,3.5314 
2015-03-11,3.5071 
2015-03-12,3.5571 
2015-03-13,3.5054 
2015-03-16,3.5709 
2015-03-17,3.5709 
2015-03-18,3.6236 
2015-03-19,3.5746 
2015-03-20,3.5077 
2015-03-23,3.5375 
2015-03-24,3.5735 
2015-03-25,3.5077 
2015-03-26,3.5800 
2015-03-27,3.5800 
2015-03-30,3.5470 
2015-03-31,3.5895 
2015-04-01,3.4495 
2015-04-02,3.3254 
2015-04-03,3.2960 
2015-04-07,3.2276 
2015-04-08,3.2404 
2015-04-09,3.1205 
2015-04-10,3.0890 
2015-04-13,3.0291 
2015-04-14,3.0291 
2015-04-15,3.0291 
2015-04-16,3.1136 
2015-04-17,3.0431 
2015-04-20,2.8934 
2015-04-21,2.7934 
2015-04-22,2.3366 
2015-04-23,2.3647 
2015-04-24,2.3822 
2015-04-27,2.3998 
2015-04-28,2.4174 
2015-04-29,2.4350 
2015-04-30,2.4358 
2015-05-04,2.3057 
2015-05-05,2.2775 
2015-05-06,2.2859 
2015-05-07,2.3886 
2015-05-08,2.4258 
2015-05-11,2.1972 
2015-05-12,2.1878 
2015-05-13,2.1378 
2015-05-14,2.0378 
2015-05-15,1.8878 
2015-05-18,1.8378 
2015-05-19,1.8885 
2015-05-20,1.9864 
2015-05-21,1.9712 
2015-05-22,2.0717 
2015-05-25,2.1031 
2015-05-26,1.9674 
2015-05-27,1.9174 
2015-05-28,1.9538 
2015-05-29,1.9017 
2015-06-01,1.9611 
2015-06-02,1.9622 
2015-06-03,1.9246 
2015-06-04,1.8290 
2015-06-05,1.8768 
2015-06-08,1.8190 
2015-06-09,1.7972 
2015-06-10,1.9172 
2015-06-11,1.7580 
2015-06-12,1.7611 
2015-06-15,1.7912 
2015-06-16,1.6832 
2015-06-17,1.6929 
2015-06-18,1.8224 
2015-06-19,2.0722 
2015-06-23,2.0422 
2015-06-24,2.3576 
2015-06-25,2.4715 
2015-06-26,2.4715 
2015-06-29,2.3215 
2015-06-30,1.9996 
2015-07-01,1.9996 
2015-07-02,2.0606 
2015-07-03,2.0206 
2015-07-06,1.9616 
2015-07-07,1.9276 
2015-07-08,1.8773 
2015-07-09,1.9456 
2015-07-10,2.0556 
2015-07-13,2.0610 
2015-07-14,2.0630 
2015-07-15,2.1042 
2015-07-16,2.1483 
2015-07-17,2.1016 
2015-07-20,2.0548 
2015-07-21,2.1556 
2015-07-22,2.0246 
2015-07-23,2.0506 
2015-07-24,1.9525 
2015-07-27,1.9230 
2015-07-28,2.0067 
2015-07-29,1.9367 
2015-07-30,1.8386 
2015-07-31,1.8022 
2015-08-03,1.7557 
2015-08-04,1.7557 
2015-08-05,1.7689 
2015-08-06,1.7968 
2015-08-07,1.8909 
2015-08-10,1.9796 
2015-08-11,1.9731 
2015-08-12,1.9578 
2015-08-13,1.9778 
2015-08-14,2.0200 
2015-08-17,2.0894 
2015-08-18,2.0545 
2015-08-19,2.1618 
2015-08-20,2.2005 
2015-08-21,2.2305 
2015-08-24,2.2515 
2015-08-25,2.1335 
2015-08-26,2.1339 
2015-08-27,2.1409 
2015-08-28,2.1819 
2015-08-31,2.5413 
2015-09-01,2.3569 
2015-09-02,2.3679 
2015-09-06,2.3569 
2015-09-07,2.2957 
2015-09-08,2.1554 
2015-09-09,2.0646 
2015-09-10,2.1046 
2015-09-11,2.1016 
2015-09-14,2.0837 
2015-09-15,2.1370 
2015-09-16,2.1870 
2015-09-17,2.1669 
2015-09-18,2.1269 
2015-09-21,2.2301 
2015-09-22,2.2801 
2015-09-23,2.2065 
2015-09-24,2.2907 
2015-09-25,2.3407 
2015-09-28,2.2907 
2015-09-29,2.2537 
2015-09-30,2.2537 
2015-10-08,2.2547 
2015-10-09,2.2577 
2015-10-10,2.2577 
2015-10-12,2.2567 
2015-10-13,2.1932 
2015-10-14,2.1932 
2015-10-15,2.1932 
2015-10-16,2.1902 
2015-10-19,2.1912 
2015-10-20,2.1729 
2015-10-21,2.1729 
2015-10-22,2.2235 
2015-10-23,2.2285 
2015-10-26,2.2810 
2015-10-27,2.2941 
2015-10-28,2.2341 
2015-10-29,2.2423 
2015-10-30,2.2423 
2015-11-02,2.2423 
2015-11-03,2.2423 
2015-11-04,2.2508 
2015-11-05,2.2624 
2015-11-06,2.2857 
2015-11-09,2.3329 
2015-11-10,2.3334 
2015-11-11,2.3411 
2015-11-12,2.3629 
2015-11-13,2.3682 
2015-11-16,2.3682 
2015-11-17,2.3164 
2015-11-18,2.2664 
2015-11-19,2.2686 
2015-11-20,2.2686 
2015-11-23,2.2212 
2015-11-24,2.1912 
2015-11-25,2.1922 
2015-11-26,2.1645 
2015-11-27,2.1685 
2015-11-30,2.1745 
2015-12-01,2.1719 
2015-12-02,2.1552 
2015-12-03,2.2075 
2015-12-04,2.2075 
2015-12-07,2.2075 
2015-12-08,2.2075 
2015-12-09,2.2575 
2015-12-10,2.2585 
2015-12-11,2.2785 
2015-12-14,2.3638 
2015-12-15,2.3850 
2015-12-16,2.3704 
2015-12-17,2.3387 
2015-12-18,2.3651 
2015-12-21,2.2944 
2015-12-22,2.2452 
2015-12-23,2.2874 
2015-12-24,2.3265 
2015-12-25,2.3251 
2015-12-28,2.2931 
2015-12-29,2.2893 
2015-12-30,2.1987 
2015-12-31,2.2017 
2016-01-04,2.2663 
2016-01-05,2.2816 
2016-01-06,2.3264 
2016-01-07,2.2918 
2016-01-08,2.2966 
2016-01-11,2.2568 
2016-01-12,2.2257 
2016-01-13,2.2257 
2016-01-14,2.2243 
2016-01-15,2.2105 
2016-01-18,2.1975 
2016-01-19,2.2576 
2016-01-20,2.3666 
2016-01-21,2.3266 
2016-01-22,2.2518 
2016-01-25,2.3004 
2016-01-26,2.2414 
2016-01-27,2.2092 
2016-01-28,2.2459 
2016-01-29,2.2024 
2016-02-01,2.1910 
2016-02-02,2.2015 
2016-02-03,2.1208 
2016-02-04,2.2023 
2016-02-05,2.1287 
2016-02-06,2.1868 
2016-02-14,2.1003 
2016-02-15,2.0899 
2016-02-16,2.0996 
2016-02-17,2.0977 
2016-02-18,2.1486 
2016-02-19,2.1418 
2016-02-22,2.1246 
2016-02-23,2.1610 
2016-02-24,2.1450 
2016-02-25,2.2475 
2016-02-26,2.2512 
2016-02-29,2.1994 
2016-03-01,2.0736 
2016-03-02,2.0408 
2016-03-03,2.0569 
2016-03-04,2.0861 
2016-03-07,2.0387 
2016-03-08,2.0582 
2016-03-09,1.9979 
2016-03-10,2.0226 
2016-03-11,2.0176 
2016-03-14,2.0019 
2016-03-15,2.0019 
2016-03-16,2.0014 
2016-03-17,2.0049 
2016-03-18,2.0049 
2016-03-21,2.0263 
2016-03-22,2.0333 
2016-03-23,2.0368 
2016-03-24,2.0817 
2016-03-25,2.0634 
2016-03-28,2.0674 
2016-03-29,2.0572 
2016-03-30,2.0947 
2016-03-31,2.1150 
2016-04-01,1.9842 
2016-04-05,1.9894 
2016-04-06,1.9750 
2016-04-07,2.0154 
2016-04-08,2.0271 
2016-04-11,2.0405 
2016-04-12,2.0128 
2016-04-13,2.0148 
2016-04-14,2.0148 
2016-04-15,2.0148 
